Points_0,Points_1,Points_2,Points_Magnitude,U_0,U_1,U_2,U_Magnitude,p,Block Number,Point ID
-0.277794,0.415733,0,0.500003,8.31417,5.54969,0,9.99622,-55.9581,1,1727
-0.261253,0.426311,0,0.499994,8.52517,5.21943,0,9.99604,-56.4263,1,1728
-0.244311,0.436232,0,0.499987,8.72306,4.88118,0,9.99589,-56.8671,1,1729
-0.226993,0.445482,0,0.49998,8.90757,4.53545,-4.62732e-22,9.99575,-57.2796,1,1730
-0.209326,0.454046,0,0.499975,9.07841,4.18277,-4.62732e-22,9.99565,-57.6629,1,1731
-0.191337,0.46191,0,0.499971,9.23532,3.82367,0,9.99557,-58.0163,1,1732
-0.173053,0.469064,0,0.499968,9.37804,3.45871,0,9.99552,-58.339,1,1733
-0.154503,0.475495,0,0.499967,9.50638,3.08846,-9.7205e-24,9.99549,-58.6307,1,1734
-0.135715,0.481194,0,0.499966,9.62012,2.71346,-9.7205e-24,9.99548,-58.8911,1,1735
-0.116718,0.486153,0,0.499967,9.71912,2.33429,0,9.9955,-59.1197,1,1736
-0.097541,0.490363,0,0.49997,9.80319,1.95154,0,9.99555,-59.3161,1,1737
-0.0782141,0.493818,0,0.499973,9.87222,1.56579,0,9.99562,-59.4809,1,1738
-0.0587665,0.496512,0,0.499978,9.92611,1.17763,0,9.99572,-59.615,1,1739
-0.0392283,0.498443,0,0.499984,9.96476,0.787662,8.03725e-23,9.99584,-59.7201,1,1740
-0.0196294,0.499606,0,0.499991,9.98812,0.39647,1.27304e-22,9.99599,-59.7982,1,1741
-0.5,0,0,0.5,0,9.99597,4.6932e-23,9.99597,-38.2038,1,2582
-0.499606,0.0196294,0,0.499991,0.39647,9.98812,0,9.99599,-38.9936,1,2603
-0.498443,0.0392283,0,0.499984,0.787662,9.96476,0,9.99584,-39.7667,1,2624
-0.496512,0.0587665,0,0.499978,1.17763,9.92611,0,9.99572,-40.5427,1,2645
-0.493818,0.0782141,0,0.499973,1.56579,9.87222,0,9.99562,-41.3264,1,2666
-0.490363,0.097541,0,0.49997,1.95154,9.80319,0,9.99555,-42.1142,1,2687
-0.486153,0.116718,0,0.499967,2.33429,9.71912,0,9.9955,-42.9029,1,2708
-0.481194,0.135715,0,0.499966,2.71346,9.62012,-9.7205e-24,9.99548,-43.6908,1,2729
-0.475495,0.154503,0,0.499967,3.08846,9.50638,-9.7205e-24,9.99549,-44.4762,1,2750
-0.469064,0.173053,0,0.499968,3.45871,9.37804,0,9.99552,-45.2577,1,2771
-0.46191,0.191337,0,0.499971,3.82367,9.23532,0,9.99557,-46.0337,1,2792
-0.454046,0.209326,0,0.499975,4.18277,9.07841,-4.62732e-22,9.99565,-46.8029,1,2813
-0.445482,0.226993,0,0.49998,4.53545,8.90757,-4.62732e-22,9.99575,-47.5639,1,2834
-0.436232,0.244311,0,0.499987,4.88118,8.72306,0,9.99589,-48.3154,1,2855
-0.426311,0.261253,0,0.499994,5.21943,8.52517,0,9.99604,-49.0561,1,2876
-0.415733,0.277794,0,0.500003,5.54969,8.31417,0,9.99622,-49.7849,1,2897
-0.404515,0.293906,0,0.500013,5.87144,8.09042,0,9.99643,-50.501,1,2918
-0.392674,0.309567,0,0.500025,6.18419,7.85423,-1.10304e-21,9.99666,-51.2041,1,2939
-0.380228,0.324752,0,0.500037,6.48746,7.60598,-1.10304e-21,9.99691,-51.895,1,2960
-0.367197,0.339437,0,0.500051,6.7808,7.34605,0,9.99718,-52.5751,1,2981
-0.3536,-0.3536,0,0.500066,-7.06907,7.06907,0,9.99717,-25.1046,1,3422
-0.367197,-0.339437,0,0.500051,-6.7808,7.34605,0,9.99718,-25.5922,1,3443
-0.380228,-0.324752,0,0.500037,-6.48746,7.60598,-1.10304e-21,9.99691,-26.0714,1,3464
-0.392674,-0.309567,0,0.500025,-6.18419,7.85423,-1.10304e-21,9.99666,-26.5741,1,3485
-0.404515,-0.293906,0,0.500013,-5.87144,8.09042,0,9.99643,-27.1077,1,3506
-0.415733,-0.277794,0,0.500003,-5.54969,8.31417,0,9.99622,-27.6681,1,3527
-0.426311,-0.261253,0,0.499994,-5.21943,8.52517,0,9.99604,-28.2514,1,3548
-0.436232,-0.244311,0,0.499987,-4.88118,8.72306,0,9.99589,-28.856,1,3569
-0.445482,-0.226993,0,0.49998,-4.53545,8.90757,-4.62732e-22,9.99575,-29.4808,1,3590
-0.454046,-0.209326,0,0.499975,-4.18277,9.07841,-4.62732e-22,9.99565,-30.1245,1,3611
-0.46191,-0.191337,0,0.499971,-3.82367,9.23532,0,9.99557,-30.7864,1,3632
-0.469064,-0.173053,0,0.499968,-3.45871,9.37804,0,9.99552,-31.4652,1,3653
-0.475495,-0.154503,0,0.499967,-3.08846,9.50638,-9.7205e-24,9.99549,-32.16,1,3674
-0.481194,-0.135715,0,0.499966,-2.71346,9.62012,-9.7205e-24,9.99548,-32.8699,1,3695
-0.486153,-0.116718,0,0.499967,-2.33429,9.71912,0,9.9955,-33.5938,1,3716
-0.490363,-0.097541,0,0.49997,-1.95154,9.80319,0,9.99555,-34.3309,1,3737
-0.493818,-0.0782141,0,0.499973,-1.56579,9.87222,0,9.99562,-35.0808,1,3758
-0.496512,-0.0587665,0,0.499978,-1.17763,9.92611,0,9.99572,-35.8428,1,3779
-0.498443,-0.0392283,0,0.499984,-0.787662,9.96476,8.03725e-23,9.99584,-36.6171,1,3800
-0.499606,-0.0196294,0,0.499991,-0.39647,9.98812,1.27304e-22,9.99599,-37.4044,1,3821
-0.339437,-0.367197,0,0.500051,-7.34605,6.7808,0,9.99718,-24.6176,1,4642
-0.324752,-0.380228,0,0.500037,-7.60598,6.48746,-1.10304e-21,9.99691,-24.1639,1,4643
-0.309567,-0.392674,0,0.500025,-7.85423,6.18419,-1.10304e-21,9.99666,-23.7431,1,4644
-0.293906,-0.404515,0,0.500013,-8.09042,5.87144,0,9.99643,-23.3526,1,4645
-0.277794,-0.415733,0,0.500003,-8.31417,5.54969,0,9.99622,-22.9908,1,4646
-0.261253,-0.426311,0,0.499994,-8.52517,5.21943,0,9.99604,-22.6571,1,4647
-0.244311,-0.436232,0,0.499987,-8.72306,4.88118,0,9.99589,-22.3512,1,4648
-0.226993,-0.445482,0,0.49998,-8.90757,4.53545,-4.62732e-22,9.99575,-22.0729,1,4649
-0.209326,-0.454046,0,0.499975,-9.07841,4.18277,-4.62732e-22,9.99565,-21.8223,1,4650
-0.191337,-0.46191,0,0.499971,-9.23532,3.82367,0,9.99557,-21.5994,1,4651
-0.173053,-0.469064,0,0.499968,-9.37804,3.45871,0,9.99552,-21.4043,1,4652
-0.154503,-0.475495,0,0.499967,-9.50638,3.08846,-9.7205e-24,9.99549,-21.2369,1,4653
-0.135715,-0.481194,0,0.499966,-9.62012,2.71346,-9.7205e-24,9.99548,-21.0974,1,4654
-0.116718,-0.486153,0,0.499967,-9.71912,2.33429,0,9.9955,-20.9858,1,4655
-0.097541,-0.490363,0,0.49997,-9.80319,1.95154,0,9.99555,-20.9023,1,4656
-0.0782141,-0.493818,0,0.499973,-9.87222,1.56579,0,9.99562,-20.8473,1,4657
-0.0587665,-0.496512,0,0.499978,-9.92611,1.17763,0,9.99572,-20.8222,1,4658
-0.0392283,-0.498443,0,0.499984,-9.96476,0.787662,0,9.99584,-20.8288,1,4659
-0.0196294,-0.499606,0,0.499991,-9.98812,0.39647,0,9.99599,-20.8629,1,4660
0,-0.5,0,0.5,-9.99597,0,4.6932e-23,9.99597,-20.9062,1,4661
0.0196294,-0.499606,0,0.499991,-9.98812,-0.39647,1.27304e-22,9.99599,-20.9633,1,5482
0.0392283,-0.498443,0,0.499984,-9.96476,-0.787662,8.03725e-23,9.99584,-21.0511,1,5483
0.0587665,-0.496512,0,0.499978,-9.92611,-1.17763,0,9.99572,-21.1686,1,5484
0.0782141,-0.493818,0,0.499973,-9.87222,-1.56579,0,9.99562,-21.3143,1,5485
0.097541,-0.490363,0,0.49997,-9.80319,-1.95154,0,9.99555,-21.487,1,5486
0.116718,-0.486153,0,0.499967,-9.71912,-2.33429,0,9.9955,-21.6863,1,5487
0.135715,-0.481194,0,0.499966,-9.62012,-2.71346,-9.7205e-24,9.99548,-21.9118,1,5488
0.154503,-0.475495,0,0.499967,-9.50638,-3.08846,-9.7205e-24,9.99549,-22.1628,1,5489
0.173053,-0.469064,0,0.499968,-9.37804,-3.45871,0,9.99552,-22.4393,1,5490
0.191337,-0.46191,0,0.499971,-9.23532,-3.82367,0,9.99557,-22.7408,1,5491
0.209326,-0.454046,0,0.499975,-9.07841,-4.18277,-4.62732e-22,9.99565,-23.0674,1,5492
0.226993,-0.445482,0,0.49998,-8.90757,-4.53545,-4.62732e-22,9.99575,-23.4191,1,5493
0.244311,-0.436232,0,0.499987,-8.72306,-4.88118,0,9.99589,-23.7959,1,5494
0.261253,-0.426311,0,0.499994,-8.52517,-5.21943,0,9.99604,-24.1982,1,5495
0.277794,-0.415733,0,0.500003,-8.31417,-5.54969,0,9.99622,-24.626,1,5496
0.293906,-0.404515,0,0.500013,-8.09042,-5.87144,0,9.99643,-25.0798,1,5497
0.309567,-0.392674,0,0.500025,-7.85423,-6.18419,-1.10304e-21,9.99666,-25.5622,1,5498
0.324752,-0.380228,0,0.500037,-7.60598,-6.48746,-1.10304e-21,9.99691,-26.0763,1,5499
0.339437,-0.367197,0,0.500051,-7.34605,-6.7808,0,9.99718,-26.6144,1,5500
0.3536,-0.3536,0,0.500066,-7.06907,-7.06907,0,9.99717,-27.1458,1,5501
0.367197,-0.339437,0,0.500051,-6.7808,-7.34605,0,9.99718,-27.6765,1,5922
0.380228,-0.324752,0,0.500037,-6.48746,-7.60598,-1.10304e-21,9.99691,-28.2355,1,5943
0.392674,-0.309567,0,0.500025,-6.18419,-7.85423,-1.10304e-21,9.99666,-28.821,1,5964
0.404515,-0.293906,0,0.500013,-5.87144,-8.09042,0,9.99643,-29.4294,1,5985
0.415733,-0.277794,0,0.500003,-5.54969,-8.31417,0,9.99622,-30.0583,1,6006
0.426311,-0.261253,0,0.499994,-5.21943,-8.52517,0,9.99604,-30.7064,1,6027
0.436232,-0.244311,0,0.499987,-4.88118,-8.72306,0,9.99589,-31.3725,1,6048
0.445482,-0.226993,0,0.49998,-4.53545,-8.90757,-4.62732e-22,9.99575,-32.0552,1,6069
0.454046,-0.209326,0,0.499975,-4.18277,-9.07841,-4.62732e-22,9.99565,-32.7532,1,6090
0.46191,-0.191337,0,0.499971,-3.82367,-9.23532,0,9.99557,-33.4653,1,6111
0.469064,-0.173053,0,0.499968,-3.45871,-9.37804,0,9.99552,-34.1904,1,6132
0.475495,-0.154503,0,0.499967,-3.08846,-9.50638,-9.7205e-24,9.99549,-34.9272,1,6153
0.481194,-0.135715,0,0.499966,-2.71346,-9.62012,-9.7205e-24,9.99548,-35.6749,1,6174
0.486153,-0.116718,0,0.499967,-2.33429,-9.71912,0,9.9955,-36.4321,1,6195
0.490363,-0.097541,0,0.49997,-1.95154,-9.80319,0,9.99555,-37.1977,1,6216
0.493818,-0.0782141,0,0.499973,-1.56579,-9.87222,0,9.99562,-37.9708,1,6237
0.496512,-0.0587665,0,0.499978,-1.17763,-9.92611,0,9.99572,-38.7521,1,6258
0.498443,-0.0392283,0,0.499984,-0.787662,-9.96476,0,9.99584,-39.5422,1,6279
0.499606,-0.0196294,0,0.499991,-0.39647,-9.98812,0,9.99599,-40.3349,1,6300
