Points_0,Points_1,Points_2,Points_Magnitude,U_0,U_1,U_2,U_Magnitude,p,Block Number,Point ID
-0.426311,-0.261253,0,0.499994,-10.4268,17.0307,3.61233e-21,19.969,-213.46,1,945
-0.445482,-0.226993,0,0.49998,-9.06044,17.7946,8.77121e-22,19.9685,-218.971,1,956
-0.46191,-0.191337,0,0.499971,-7.63853,18.4493,-1.25084e-22,19.9681,-224.62,1,967
-0.475495,-0.154503,0,0.499967,-6.16979,18.9908,-1.55372e-22,19.9679,-230.34,1,978
-0.486153,-0.116718,0,0.499967,-4.6632,19.4158,3.3796e-23,19.9679,-236.1,1,989
-0.493818,-0.0782141,0,0.499973,-3.12797,19.7217,5.90142e-23,19.9682,-241.886,1,1000
-0.498443,-0.0392283,0,0.499984,-1.5735,19.9066,6.9462e-23,19.9686,-247.697,1,1011
-0.324752,-0.380228,0,0.500037,-15.1944,12.96,-6.4924e-22,19.9708,-194.766,1,1222
-0.293906,-0.404515,0,0.500013,-16.1622,11.7294,-1.88111e-21,19.9698,-191.465,1,1223
-0.261253,-0.426311,0,0.499994,-17.0307,10.4268,-2.45045e-22,19.969,-188.892,1,1224
-0.226993,-0.445482,0,0.49998,-17.7946,9.06044,-8.77121e-22,19.9685,-187.064,1,1225
-0.191337,-0.46191,0,0.499971,-18.4493,7.63853,-6.20326e-22,19.9681,-185.971,1,1226
-0.154503,-0.475495,0,0.499967,-18.9908,6.16979,-5.1757e-22,19.9679,-185.588,1,1227
-0.116718,-0.486153,0,0.499967,-19.4158,4.6632,3.86716e-23,19.9679,-185.872,1,1228
-0.0782141,-0.493818,0,0.499973,-19.7217,3.12797,-5.90142e-23,19.9682,-186.77,1,1229
-0.0392283,-0.498443,0,0.499984,-19.9066,1.5735,-6.9462e-23,19.9686,-188.212,1,1230
0,-0.5,0,0.5,-19.9685,0,-1.7323e-23,19.9685,-190.112,1,1231
0.0392283,-0.498443,0,0.499984,-19.9066,-1.5735,-6.9462e-23,19.9686,-192.413,1,1442
0.0782141,-0.493818,0,0.499973,-19.7217,-3.12797,-5.90142e-23,19.9682,-195.081,1,1443
0.116718,-0.486153,0,0.499967,-19.4158,-4.6632,-3.3796e-23,19.9679,-198.064,1,1444
0.154503,-0.475495,0,0.499967,-18.9908,-6.16979,-5.90037e-22,19.9679,-201.308,1,1445
0.191337,-0.46191,0,0.499971,-18.4493,-7.63853,-6.20326e-22,19.9681,-204.766,1,1446
0.226993,-0.445482,0,0.49998,-17.7946,-9.06044,-8.77121e-22,19.9685,-208.41,1,1447
0.261253,-0.426311,0,0.499994,-17.0307,-10.4268,-2.45045e-22,19.969,-212.239,1,1448
0.293906,-0.404515,0,0.500013,-16.1622,-11.7294,-1.88111e-21,19.9698,-216.277,1,1449
0.324752,-0.380228,0,0.500037,-15.1944,-12.96,-6.4924e-22,19.9708,-220.553,1,1450
0.3536,-0.3536,0,0.500066,-14.1214,-14.1214,0,19.9707,-225.086,1,1451
0.380228,-0.324752,0,0.500037,-12.96,-15.1944,-3.55769e-21,19.9708,-229.939,1,1562
0.404515,-0.293906,0,0.500013,-11.7294,-16.1622,-2.32583e-21,19.9698,-235.199,1,1573
0.426311,-0.261253,0,0.499994,-10.4268,-17.0307,2.45045e-22,19.969,-240.902,1,1584
0.445482,-0.226993,0,0.49998,-9.06044,-17.7946,8.77121e-22,19.9685,-247.047,1,1595
0.46191,-0.191337,0,0.499971,-7.63853,-18.4493,-1.25084e-22,19.9681,-253.606,1,1606
0.475495,-0.154503,0,0.499967,-6.16979,-18.9908,-1.55372e-22,19.9679,-260.528,1,1617
0.486153,-0.116718,0,0.499967,-4.6632,-19.4158,3.3796e-23,19.9679,-267.737,1,1628
0.493818,-0.0782141,0,0.499973,-3.12797,-19.7217,5.90142e-23,19.9682,-275.13,1,1639
0.498443,-0.0392283,0,0.499984,-1.5735,-19.9066,6.9462e-23,19.9686,-282.573,1,1650
