Points_0,Points_1,Points_2,Points_Magnitude,U_0,U_1,U_2,U_Magnitude,p,Block Number,Point ID
0.324752,0.380228,0,0.500037,15.212,-12.9749,-4.06405e-21,19.9938,-203.942,1,900
0.339437,0.367197,0,0.500051,14.6921,-13.5616,-5.3839e-22,19.9943,-203.355,1,901
-0.3536,0.3536,0,0.500066,14.1381,14.1381,0,19.9943,-195.806,1,1722
-0.339437,0.367197,0,0.500051,14.6921,13.5616,-5.3839e-22,19.9943,-197.109,1,1723
-0.324752,0.380228,0,0.500037,15.212,12.9749,-4.06405e-21,19.9938,-198.254,1,1724
-0.309567,0.392674,0,0.500025,15.7085,12.3684,-2.13197e-21,19.9933,-199.333,1,1725
-0.293906,0.404515,0,0.500013,16.1809,11.7428,-1.31346e-21,19.9929,-200.387,1,1726
-0.277794,0.415733,0,0.500003,16.6283,11.0993,-1.43261e-21,19.9924,-201.406,1,1727
-0.261253,0.426311,0,0.499994,17.0504,10.4389,-2.96418e-22,19.9921,-202.378,1,1728
-0.244311,0.436232,0,0.499987,17.4461,9.76237,-1.6916e-22,19.9918,-203.29,1,1729
-0.226993,0.445482,0,0.49998,17.8152,9.0709,-2.24956e-22,19.9915,-204.141,1,1730
-0.209326,0.454046,0,0.499975,18.1569,8.36553,-2.58409e-22,19.9913,-204.931,1,1731
-0.191337,0.46191,0,0.499971,18.4706,7.64735,-1.19965e-22,19.9912,-205.66,1,1732
-0.173053,0.469064,0,0.499968,18.7561,6.91743,-1.21464e-22,19.9911,-206.325,1,1733
-0.154503,0.475495,0,0.499967,19.0128,6.17691,-6.70169e-23,19.991,-206.928,1,1734
-0.135715,0.481194,0,0.499966,19.2402,5.42691,-7.073e-23,19.991,-207.469,1,1735
-0.116718,0.486153,0,0.499967,19.4383,4.66858,-5.97087e-23,19.991,-207.949,1,1736
-0.097541,0.490363,0,0.49997,19.6064,3.90307,2.64752e-23,19.9911,-208.368,1,1737
-0.0782141,0.493818,0,0.499973,19.7444,3.13158,-7.20335e-24,19.9913,-208.732,1,1738
-0.0587665,0.496512,0,0.499978,19.8522,2.35527,1.50771e-22,19.9914,-209.04,1,1739
-0.0392283,0.498443,0,0.499984,19.9295,1.57533,2.34146e-22,19.9917,-209.3,1,1740
-0.0196294,0.499606,0,0.499991,19.9762,0.792939,1.5139e-22,19.9919,-209.516,1,1741
-0.5,0,0,0.5,0,19.9919,-9.33319e-23,19.9919,-164.766,1,2582
-0.499606,0.0196294,0,0.499991,0.792939,19.9762,9.355e-24,19.9919,-166.369,1,2603
-0.498443,0.0392283,0,0.499984,1.57533,19.9295,-7.3401e-23,19.9917,-167.919,1,2624
-0.496512,0.0587665,0,0.499978,2.35527,19.8522,-1.50771e-22,19.9914,-169.469,1,2645
-0.493818,0.0782141,0,0.499973,3.13158,19.7444,7.20335e-24,19.9913,-171.042,1,2666
-0.490363,0.097541,0,0.49997,3.90307,19.6064,-2.64752e-23,19.9911,-172.632,1,2687
-0.486153,0.116718,0,0.499967,4.66858,19.4383,5.97087e-23,19.991,-174.23,1,2708
-0.481194,0.135715,0,0.499966,5.42691,19.2402,5.1289e-23,19.991,-175.83,1,2729
-0.475495,0.154503,0,0.499967,6.17691,19.0128,4.75759e-23,19.991,-177.43,1,2750
-0.469064,0.173053,0,0.499968,6.91743,18.7561,1.21464e-22,19.9911,-179.026,1,2771
-0.46191,0.191337,0,0.499971,7.64735,18.4706,1.19965e-22,19.9912,-180.617,1,2792
-0.454046,0.209326,0,0.499975,8.36553,18.1569,-6.67054e-22,19.9913,-182.202,1,2813
-0.445482,0.226993,0,0.49998,9.0709,17.8152,-7.00506e-22,19.9915,-183.777,1,2834
-0.436232,0.244311,0,0.499987,9.76237,17.4461,1.6916e-22,19.9918,-185.339,1,2855
-0.426311,0.261253,0,0.499994,10.4389,17.0504,2.96418e-22,19.9921,-186.887,1,2876
-0.415733,0.277794,0,0.500003,11.0993,16.6283,1.43261e-21,19.9924,-188.418,1,2897
-0.404515,0.293906,0,0.500013,11.7428,16.1809,1.31346e-21,19.9929,-189.931,1,2918
-0.392674,0.309567,0,0.500025,12.3684,15.7085,-7.41026e-23,19.9933,-191.426,1,2939
-0.380228,0.324752,0,0.500037,12.9749,15.212,1.85798e-21,19.9938,-192.906,1,2960
-0.367197,0.339437,0,0.500051,13.5616,14.6921,5.3839e-22,19.9943,-194.371,1,2981
-0.3536,-0.3536,0,0.500066,-14.1381,14.1381,0,19.9943,-137.195,1,3422
-0.367197,-0.339437,0,0.500051,-13.5616,14.6921,5.3839e-22,19.9943,-138.279,1,3443
-0.380228,-0.324752,0,0.500037,-12.9749,15.212,1.85798e-21,19.9938,-139.316,1,3464
-0.392674,-0.309567,0,0.500025,-12.3684,15.7085,-7.41026e-23,19.9933,-140.393,1,3485
-0.404515,-0.293906,0,0.500013,-11.7428,16.1809,1.31346e-21,19.9929,-141.542,1,3506
-0.415733,-0.277794,0,0.500003,-11.0993,16.6283,1.43261e-21,19.9924,-142.754,1,3527
-0.426311,-0.261253,0,0.499994,-10.4389,17.0504,2.96418e-22,19.9921,-144.014,1,3548
-0.436232,-0.244311,0,0.499987,-9.76237,17.4461,1.6916e-22,19.9918,-145.312,1,3569
-0.445482,-0.226993,0,0.49998,-9.0709,17.8152,-7.00506e-22,19.9915,-146.646,1,3590
-0.454046,-0.209326,0,0.499975,-8.36553,18.1569,-6.67054e-22,19.9913,-148.012,1,3611
-0.46191,-0.191337,0,0.499971,-7.64735,18.4706,1.19965e-22,19.9912,-149.409,1,3632
-0.469064,-0.173053,0,0.499968,-6.91743,18.7561,1.21464e-22,19.9911,-150.835,1,3653
-0.475495,-0.154503,0,0.499967,-6.17691,19.0128,4.75759e-23,19.991,-152.286,1,3674
-0.481194,-0.135715,0,0.499966,-5.42691,19.2402,5.1289e-23,19.991,-153.764,1,3695
-0.486153,-0.116718,0,0.499967,-4.66858,19.4383,5.97087e-23,19.991,-155.266,1,3716
-0.490363,-0.097541,0,0.49997,-3.90307,19.6064,-2.64752e-23,19.9911,-156.79,1,3737
-0.493818,-0.0782141,0,0.499973,-3.13158,19.7444,7.20335e-24,19.9913,-158.336,1,3758
-0.496512,-0.0587665,0,0.499978,-2.35527,19.8522,-1.50771e-22,19.9914,-159.906,1,3779
-0.498443,-0.0392283,0,0.499984,-1.57533,19.9295,-7.3401e-23,19.9917,-161.501,1,3800
-0.499606,-0.0196294,0,0.499991,-0.792939,19.9762,1.03219e-22,19.9919,-163.124,1,3821
-0.339437,-0.367197,0,0.500051,-14.6921,13.5616,-5.3839e-22,19.9943,-136.09,1,4642
-0.324752,-0.380228,0,0.500037,-15.212,12.9749,-4.06405e-21,19.9938,-135.057,1,4643
-0.309567,-0.392674,0,0.500025,-15.7085,12.3684,-2.13197e-21,19.9933,-134.109,1,4644
-0.293906,-0.404515,0,0.500013,-16.1809,11.7428,-1.31346e-21,19.9929,-133.241,1,4645
-0.277794,-0.415733,0,0.500003,-16.6283,11.0993,-1.43261e-21,19.9924,-132.45,1,4646
-0.261253,-0.426311,0,0.499994,-17.0504,10.4389,-2.96418e-22,19.9921,-131.736,1,4647
-0.244311,-0.436232,0,0.499987,-17.4461,9.76237,-1.6916e-22,19.9918,-131.098,1,4648
-0.226993,-0.445482,0,0.49998,-17.8152,9.0709,-2.24956e-22,19.9915,-130.536,1,4649
-0.209326,-0.454046,0,0.499975,-18.1569,8.36553,-2.58409e-22,19.9913,-130.051,1,4650
-0.191337,-0.46191,0,0.499971,-18.4706,7.64735,-1.19965e-22,19.9912,-129.643,1,4651
-0.173053,-0.469064,0,0.499968,-18.7561,6.91743,-1.21464e-22,19.9911,-129.311,1,4652
-0.154503,-0.475495,0,0.499967,-19.0128,6.17691,-6.70169e-23,19.991,-129.056,1,4653
-0.135715,-0.481194,0,0.499966,-19.2402,5.42691,-7.073e-23,19.991,-128.877,1,4654
-0.116718,-0.486153,0,0.499967,-19.4383,4.66858,-5.97087e-23,19.991,-128.774,1,4655
-0.097541,-0.490363,0,0.49997,-19.6064,3.90307,2.64752e-23,19.9911,-128.746,1,4656
-0.0782141,-0.493818,0,0.499973,-19.7444,3.13158,-7.20335e-24,19.9913,-128.797,1,4657
-0.0587665,-0.496512,0,0.499978,-19.8522,2.35527,1.50771e-22,19.9914,-128.931,1,4658
-0.0392283,-0.498443,0,0.499984,-19.9295,1.57533,7.3401e-23,19.9917,-129.152,1,4659
-0.0196294,-0.499606,0,0.499991,-19.9762,0.792939,-9.355e-24,19.9919,-129.437,1,4660
0,-0.5,0,0.5,-19.9919,0,1.87196e-22,19.9919,-129.734,1,4661
0.0196294,-0.499606,0,0.499991,-19.9762,-0.792939,1.5139e-22,19.9919,-130.055,1,5482
0.0392283,-0.498443,0,0.499984,-19.9295,-1.57533,2.34146e-22,19.9917,-130.446,1,5483
0.0587665,-0.496512,0,0.499978,-19.8522,-2.35527,1.50771e-22,19.9914,-130.913,1,5484
0.0782141,-0.493818,0,0.499973,-19.7444,-3.13158,-7.20335e-24,19.9913,-131.449,1,5485
0.097541,-0.490363,0,0.49997,-19.6064,-3.90307,2.64752e-23,19.9911,-132.049,1,5486
0.116718,-0.486153,0,0.499967,-19.4383,-4.66858,-5.97087e-23,19.991,-132.711,1,5487
0.135715,-0.481194,0,0.499966,-19.2402,-5.42691,-7.073e-23,19.991,-133.43,1,5488
0.154503,-0.475495,0,0.499967,-19.0128,-6.17691,-6.70169e-23,19.991,-134.206,1,5489
0.173053,-0.469064,0,0.499968,-18.7561,-6.91743,-1.21464e-22,19.9911,-135.035,1,5490
0.191337,-0.46191,0,0.499971,-18.4706,-7.64735,-1.19965e-22,19.9912,-135.917,1,5491
0.209326,-0.454046,0,0.499975,-18.1569,-8.36553,-2.58409e-22,19.9913,-136.85,1,5492
0.226993,-0.445482,0,0.49998,-17.8152,-9.0709,-2.24956e-22,19.9915,-137.833,1,5493
0.244311,-0.436232,0,0.499987,-17.4461,-9.76237,-1.6916e-22,19.9918,-138.865,1,5494
0.261253,-0.426311,0,0.499994,-17.0504,-10.4389,-2.96418e-22,19.9921,-139.945,1,5495
0.277794,-0.415733,0,0.500003,-16.6283,-11.0993,-1.43261e-21,19.9924,-141.072,1,5496
0.293906,-0.404515,0,0.500013,-16.1809,-11.7428,-1.31346e-21,19.9929,-142.251,1,5497
0.309567,-0.392674,0,0.500025,-15.7085,-12.3684,-2.13197e-21,19.9933,-143.494,1,5498
0.324752,-0.380228,0,0.500037,-15.212,-12.9749,-4.06405e-21,19.9938,-144.805,1,5499
0.339437,-0.367197,0,0.500051,-14.6921,-13.5616,-5.3839e-22,19.9943,-146.151,1,5500
0.3536,-0.3536,0,0.500066,-14.1381,-14.1381,0,19.9943,-147.442,1,5501
0.367197,-0.339437,0,0.500051,-13.5616,-14.6921,5.3839e-22,19.9943,-148.697,1,5922
0.380228,-0.324752,0,0.500037,-12.9749,-15.212,1.85798e-21,19.9938,-149.999,1,5943
0.392674,-0.309567,0,0.500025,-12.3684,-15.7085,-7.41026e-23,19.9933,-151.359,1,5964
0.404515,-0.293906,0,0.500013,-11.7428,-16.1809,1.31346e-21,19.9929,-152.767,1,5985
0.415733,-0.277794,0,0.500003,-11.0993,-16.6283,1.43261e-21,19.9924,-154.215,1,6006
0.426311,-0.261253,0,0.499994,-10.4389,-17.0504,2.96418e-22,19.9921,-155.699,1,6027
0.436232,-0.244311,0,0.499987,-9.76237,-17.4461,1.6916e-22,19.9918,-157.216,1,6048
0.445482,-0.226993,0,0.49998,-9.0709,-17.8152,-7.00506e-22,19.9915,-158.762,1,6069
0.454046,-0.209326,0,0.499975,-8.36553,-18.1569,-6.67054e-22,19.9913,-160.332,1,6090
0.46191,-0.191337,0,0.499971,-7.64735,-18.4706,1.19965e-22,19.9912,-161.924,1,6111
0.469064,-0.173053,0,0.499968,-6.91743,-18.7561,1.21464e-22,19.9911,-163.536,1,6132
0.475495,-0.154503,0,0.499967,-6.17691,-19.0128,4.75759e-23,19.991,-165.163,1,6153
0.481194,-0.135715,0,0.499966,-5.42691,-19.2402,5.1289e-23,19.991,-166.803,1,6174
0.486153,-0.116718,0,0.499967,-4.66858,-19.4383,5.97087e-23,19.991,-168.453,1,6195
0.490363,-0.097541,0,0.49997,-3.90307,-19.6064,-2.64752e-23,19.9911,-170.109,1,6216
0.493818,-0.0782141,0,0.499973,-3.13158,-19.7444,7.20335e-24,19.9913,-171.771,1,6237
0.496512,-0.0587665,0,0.499978,-2.35527,-19.8522,-1.50771e-22,19.9914,-173.443,1,6258
0.498443,-0.0392283,0,0.499984,-1.57533,-19.9295,-7.3401e-23,19.9917,-175.124,1,6279
0.499606,-0.0196294,0,0.499991,-0.792939,-19.9762,9.355e-24,19.9919,-176.791,1,6300
